Dialogue ID,Dialogue,All CS,Selection,Response,Multi Selection,Multi Response,Cause,Desire,Desire_o,React,React_o,Motivation,Prerequisite,Constituent,Subsequent,Attribute,Total,Prev ?,Response ?,Ends
soda_1116_substance_reactant_chemical_enzyme,"Speaker (Other): Hi, can I ask you some questions about chemistry?
Listener (You): Of course! What would you like to know?
Speaker (Other): Well, I've been reading a lot about the chemical makeup of different materials and how they interact with one another. I'm particularly interested in how different chemicals react with each other.
Listener (You): That's a really broad topic. Do you have any specific questions?
Speaker (Other): Yeah, I was wondering if you could tell me more about chemical reactions. Like, what causes them to happen?","The Speaker (Other) is speaker may have a background or education in chemistry due to their use of technical language and specific terminology.

The Speaker (Other) wants to investigate the factors that affect the rate of a chemical reaction, such as temperature, concentration, and catalysts.

Next, the listener might talk about different types of chemical reactions, such as combustion and acid-base reactions, and the unique characteristics of each.

The Speaker (Other) is motivated by curiosity and a desire to understand the world around them.

The Speaker (Other) feels excited to explore the practical applications of chemical reactions in different fields, such as medicine, industry, or engineering.

The Listener (You) feels apprehensive that they might not have the expertise to fully answer speaker's question.

The previous dialogue turn depends on the collision of particles, typically atoms or molecules, and the transfer or sharing of electrons between them.

The previous dialogue turn requires for chemical reactions to occur, the reacting molecules must surpass their activation energy barrier.

The previous dialogue turn was caused by chemical reactions are ultimately caused by the laws of thermodynamics, which dictate that energy and matter must be conserved and tend toward disorder over time.

The Listener (You) wants to ask the speaker if they have a specific type of chemical reaction in mind (such as acid-base reactions or redox reactions) before explaining what causes them to happen.","* Next, the listener might talk about different types of chemical reactions, such as combustion and acid-base reactions, and the unique characteristics of each.","Sure, chemical reactions happen when molecules bump into each other hard enough to break and make new bonds. Like when you burn something, molecules collide and produce heat along with new substances like carbon dioxide. Or when you mix vinegar and baking soda, the bubbling happens because their molecules are recombining. Even when iron rusts, it's because molecules are bumping around and changing.","* Next, the listener might talk about different types of chemical reactions, such as combustion and acid-base reactions, and the unique characteristics of each.
* The previous dialogue turn depends on the collision of particles, typically atoms or molecules, and the transfer or sharing of electrons between them.","Sure, chemical reactions happen when molecules bump into each other hard enough to break and make new bonds by exchanging some of their electrons. Like when you burn something, molecules collide and produce heat along with new substances like carbon dioxide. Or when you mix vinegar and baking soda, the bubbling happens because their molecules are recombining. Even when iron rusts, it's because molecules are bumping around and changing.",,,,,,,,,1,,,1,,
soda_902_indie_linkin_singles_quirkiness,"Speaker (Other): I'm really into music, what about you?
Listener (You): Yeah, I like music a lot too. What kind of music do you like?
Speaker (Other): I like all sorts of music. But my favorite genre would have to be rock.","The Listener (You) wants to learn how to play a musical instrument in order to create their own rock music.

Next, the speaker might ask the listener what their favorite rock band is.

The Speaker (Other) is motivated by a sense of community that comes with being a fan of rock music, as they connect with others who share their passion.

The Speaker (Other) wants to start a rock band and play in gigs around town.

The previous dialogue turn was caused by attending a life-changing rock concert that solidified the speaker's passion for rock music.

The Speaker (Other) feels adventurous when it comes to music and enjoys exploring different genres.

The previous dialogue turn requires the speaker has a preference for music with a heavier sound.

The previous dialogue turn depends on having an eclectic taste in music.

The Listener (You) feels hesitant to share their favorite genre because they are afraid it may not align with speaker's taste.

The Speaker (Other) is likely to have a rebellious or non-conformist streak, as rock music is often associated with this attitude.","* Next, the speaker might ask the listener what their favorite rock band is.","Oh, rock is awesome! I like the classics a lot, like ACDC, but I also enjoy exploring newer bands that have that same raw energy and attitude. What's your favorite band?","* The previous dialogue turn requires the speaker has a preference for music with a heavier sound.
* Next, the speaker might ask the listener what their favorite rock band is.","I tend to prefer music with a heavier sound, too, like rock and heavy metal. What's your favorite rock band?",,,,,,,,,1,,,,1,
soda_14253_seasonable_forecasts_forecast_weatherman,"Speaker (Other): I'm really worried about the weather. I hope it's not going to be too hot or too cold.
Listener (You): Why are you so worried about the weather?
Speaker (Other): I just don't want there to be a storm. Plus, I don't like extreme temperatures.","The Speaker (Other) is motivated by their concern for their own health and well-being.

The previous dialogue turn was caused by medical conditions that worsen in extreme weather conditions.

The Speaker (Other) feels speaker might have health problems that are affected by extreme temperatures, such as migraines or respiratory issues.

Next, the speaker might decide to bring clothing that is suitable for both hot and cold weather just in case.

The previous dialogue turn requires the speaker has a fear of thunder and lightning, which are commonly associated with storms.

The previous dialogue turn depends on considering the potential impact of extreme weather events on the surrounding environment, such as flooding or power outages

The Listener (You) wants to suggest a spot that has a good climate and no chance of storm or extreme temperatures.

The Listener (You) feels indifferent towards speaker's worries and changes the topic of the conversation.

The Speaker (Other) wants to buy a portable air conditioner and heater to regulate the temperature inside the house.

The Speaker (Other) is particular about their comfort level.","* Next, the speaker might decide to bring clothing that is suitable for both hot and cold weather just in case.","Why don't you just pack a bunch of different clothes, so you will be covered no matter what? Sunny, stormy, hot, cold -- you'll be prepared for anything!","* The Speaker (Other) is particular about their comfort level.
* Next, the speaker might decide to bring clothing that is suitable for both hot and cold weather just in case.","Yeah, I can understand wanting to be comfortable and not have any extreme temperatures. If you are that worried about your comfort level, why don't you just pack a bunch of different clothes, so you will be covered no matter what?",,,,,,,,,1,,,,1,
soda_6068_gracefully_benjiman_pingpong_flattery,"Listener (You): I can't believe I lost. I was doing so well and then I just couldn't hold on.
Speaker (Other): Dylon, it sounds like you're really beating yourself up over this loss. Let me ask you something, how do you think you would have felt if you had won?","Next, dylon might recognize that his self-worth is not determined by whether he wins or loses a game.

The previous dialogue turn depends on reframing the situation to consider a potential positive outcome

The previous dialogue turn was caused by the speaker's ability to use hypothetical scenarios as a way to reframe the situation and offer a different perspective.

The Speaker (Other) feels like dylon may benefit from taking a break from competitive activities and focusing on self-care for a little while.

The Listener (You) feels a bit caught off guard by speaker's question, but also curious about where it's going.

The Speaker (Other) wants to encourage dylon to keep trying and not give up.

The previous dialogue turn requires dylon had the confidence that he could win, but the loss shattered his confidence.

The Speaker (Other) is motivated to help dylon see the bigger picture and remember the joy and fun of playing the game, regardless of the outcome.

The Listener (You) wants to have a positive outlook and remember that there will always be more opportunities to succeed.

The Speaker (Other) is a supportive friend who is trying to help dylon see the bigger picture beyond the current setback.","* The Listener (You) feels a bit caught off guard by speaker's question, but also curious about where it's going.","Obviously, it would have felt amazing to win. I would have been so happy. Why? Where are you going with this?","* The previous dialogue turn depends on reframing the situation to consider a potential positive outcome.
* The Listener (You) feels a bit caught off guard by speaker's question, but also curious about where it's going.","I'm not really sure why it matters how I would have felt if I had gotten a positive outcome in the game. Obviously, it would have felt amazing to win. I would have been so happy. Where are you going with this?",,,,,1,,,,,,,1,1,
soda_1295_package_sealed_bookmaybe_postmaster,"Speaker (Other): Hey, how are you doing?
Listener (You): I'm okay. A little nervous, but okay.
Speaker (Other): Do you want to open the envelope now or wait until later?","The previous dialogue turn depends on offering the listener a choice between opening it now or later

The previous dialogue turn requires the speaker and the listener are together in person.

Next, the listener may feel anxious and distracted during the rest of their conversation with the speaker.

The Speaker (Other) is motivated by impatience and eagerness to see the results of whatever is inside the envelope.

The Speaker (Other) feels curious to know what is inside the envelope as well.

The Speaker (Other) wants to create a sense of anticipation for the listener about what's inside the envelope.

The previous dialogue turn was caused by the listener's personality, as they might be someone who likes to delay gratification.

The Listener (You) wants to wait until later to open the envelope because they are afraid of what it might contain.

The Listener (You) feels a mix of emotions - a part of them wants to find out what's inside, while the other part wants to postpone it.

The Speaker (Other) is possibly in a position of authority or responsibility over the envelope's contents.","* The Listener (You) feels a mix of emotions - a part of them wants to find out what's inside, while the other part wants to postpone it.","I don't know, I feel so mixed up about this. Part of me wants to open it to find out what's inside, but I also want to put off opening it.","* The Listener (You) wants to wait until later to open the envelope because they are afraid of what it might contain.
* The Listener (You) feels a mix of emotions - a part of them wants to find out what's inside, while the other part wants to postpone it.
* The previous dialogue turn requires the speaker and the listener are together in person.","I don't know, I feel so mixed up about this. Part of me wants to open it to find out what's inside, but I also want to put off opening it because I'm scared of what I'll find. Maybe since you're here with me, you should open it and just tell me what it says.",,,,,1,,,,,,,1,1,
soda_10349_projectbased_shes_strict_engage,"Speaker (Other): Hi, Leiah.
Listener (You): Hey! How are you?
Speaker (Other): I'm good. How are you?
Listener (You): I'm good, too. What have you been up to?
Speaker (Other): Just hanging out with friends and stuff. You know, the usual.
Listener (You): Yeah, I know what you mean. So, what do you think of our new teacher?
Speaker (Other): She's okay, I guess. She's a little strict, but she seems nice enough.","The previous dialogue turn requires the new teacher hasn't done anything particularly remarkable, positive or negative, to make a strong impression yet.

The Speaker (Other) is motivated to maintain social relationships and spend time with friends.

The Speaker (Other) feels apprehensive about the rest of the school year with the new teacher.

The Speaker (Other) is someone who tends to be diplomatic in their opinions, even if they have stronger feelings on a topic.

Next, the conversation might shift to discussing other new changes at the school this year.

The previous dialogue turn depends on mentioning specific interactions or experiences with the teacher

The Listener (You) feels apprehensive about the teacher's strictness and wonders if it will make learning difficult.

The Listener (You) wants to know if speaker has heard any rumors about the teacher.

The previous dialogue turn was caused by the school's new policy of hiring more strict teachers to improve discipline and academic performance.

The Speaker (Other) wants to check online reviews to see what other students have said about the new teacher and her classes.",* The Listener (You) feels apprehensive about the teacher's strictness and wonders if it will make learning difficult.,"Yeah, she is kinda strict. I hope her class isn't too bad. I'm kinda worried because I usually don't learn as well with a strict teaching style.","* The previous dialogue turn requires the new teacher hasn't done anything particularly remarkable, positive or negative, to make a strong impression yet.
* The Listener (You) feels apprehensive about the teacher's strictness and wonders if it will make learning difficult.","Yeah, she is kinda strict. I hope her class isn't too bad. I'm kinda worried because I usually don't learn as well with a strict teaching style. But, she hasn't really done anything too unusual yet, so it's hard to get an good read on her yet.",,,,,1,,,,,,,,,
soda_11915_honorably_confessed_confronted_muster,"Listener (You): I can't believe I did that.
Speaker (Other): What? What did you do?
Listener (You): I made a huge mistake. A really, really big mistake.
Speaker (Other): What happened? Tell me what happened.","Next, the speaker might offer the listener some words of encouragement or comfort.

The Speaker (Other) is motivated by a desire to correct the mistake and make things right.

The Speaker (Other) is trying to extract information from the listener.

The Speaker (Other) wants to know more about the mistake and how it can be resolved.

The Speaker (Other) feels anxious as the listener's words make them anticipate something bad.

The previous dialogue turn requires the listener did not consult with others or receive guidance before making their decision.

The previous dialogue turn depends on the speaker trying to provide emotional support to the listener.

The Listener (You) feels ashamed and guilty about what they did.

The previous dialogue turn was caused by extreme pressure and stress in a high-stakes situation.

The Listener (You) wants to apologize for the mistake and make amends.",* The Listener (You) feels ashamed and guilty about what they did.,"Oh gosh, I don't know how to tell you. I feel so ashamed and guilty that I made such a stupid, stupid decision.","* The Speaker (Other) is motivated by a desire to correct the mistake and make things right.
* The Listener (You) wants to apologize for the mistake and make amends.
* The Listener (You) feels ashamed and guilty about what they did.","Oh gosh, I wish I could just tell you. I know you'd help me figure out how to fix the mistake and make amends, but I don't even know how to say it. I feel so ashamed and guilty that I made such a stupid, stupid decision.",,,,,1,,,,,,,1,,
soda_8497_exwife_unnecesary_imi_affair,"Speaker (Other): Hey, Chisom. I need to talk to you about something.
Listener (You): What is it, Matthieu?
Speaker (Other): I lied to your husband about you having an affair.","The previous dialogue turn requires the speaker had significant knowledge or evidence to back up the lie.

The Speaker (Other) is confrontational and willing to address difficult topics.

The Speaker (Other) is motivated by a sense of guilt or remorse for their actions and wants to come clean.

The Speaker (Other) feels relieved that they were able to come clean and share the truth with the listener.

Next, matthieu might attempt to justify why he lied to chisom's husband.

The Listener (You) wants to clarify with her husband that she did not have an affair and that it was all a lie.

The previous dialogue turn was caused by jealousy or envy. the speaker may have felt threatened by the strong relationship between the listener and her husband, and may have wanted to sow seeds of doubt or discord in their marriage.

The Speaker (Other) wants to apologize and make amends for causing any trouble in their relationship.

The previous dialogue turn depends on explaining the reasons behind the lie and taking responsibility for the harm caused.

The Listener (You) feels confused and doesn't know how to react to this news.",* The Listener (You) feels confused and doesn't know how to react to this news.,What? What do you mean you lied about me having an affair?!,"* The Listener (You) feels confused and doesn't know how to react to this news.
* The previous dialogue turn was caused by jealousy or envy. the speaker may have felt threatened by the strong relationship between the listener and her husband, and may have wanted to sow seeds of doubt or discord in their marriage.","What do you mean you lied about me having an affair?! I don't care if you were jealous or upset or whatever, you had no right to try to ruin my marriage with such a horrible lie!",,,,,1,,,,,,,,1,
soda_12318_fifth_principal_grader_micromanaged,"Speaker (Other): Hello, Principal! I am so excited to meet with you today.
Listener (You): Hello, Samyra! It's nice to finally meet you. I've heard great things about you from your teachers.
Speaker (Other): Thank you, Principal. I love school and I've always been a top student, so I feel confident that I have what it takes to be a great teacher.","Next, the principal might tell samyra about the school's current staffing situation and ask if she's willing to take up a specific teaching position.

The Speaker (Other) wants to propose a new after-school program that can help struggling students and boost their confidence in academics.

The Speaker (Other) is a hardworking and dedicated student who takes their education seriously.

The Speaker (Other) is motivated by a sense of responsibility to give back to their community, using their skills and abilities to contribute to the education system.

The previous dialogue turn depends on stating one's academic achievements

The previous dialogue turn requires for this to happen, samyra must be willing to continuously learn and adapt her teaching methods to suit the needs of her students.

The Speaker (Other) feels nervous about the meeting, but confident in their abilities as a future educator.

The Listener (You) wants to ask for references and see some sample lesson plans from speaker.

The Listener (You) feels curious to learn more about samyra's experience and qualifications for becoming a teacher.

The previous dialogue turn was caused by samyra's passion for education and desire to make a positive impact on future generations.",* The Listener (You) feels curious to learn more about samyra's experience and qualifications for becoming a teacher.,You want to be a teacher? That's wonderful. Do you have any experience or training for becoming a teacher?,"* The Speaker (Other) is a hardworking and dedicated student who takes their education seriously.
* The Listener (You) feels curious to learn more about samyra's experience and qualifications for becoming a teacher.","Yes, everything I've heard about you demonstrates your hard work and dedication to your studies. I'm not surprised you are interested in becoming a teacher since you take education so seriously. Do you have any experience or training for becoming a teacher?",,,,,1,,,,,,,,1,
soda_1741_embrace_idiosyncrasy_uniqueness_eccentricity,"Listener (You): This is my favorite room in the whole house!
Speaker (Other): What is this place?","The Listener (You) wants to invite her friends and family over to show them her favorite room in the house.

The previous dialogue turn depends on identifying the subject of the discussion and seeking clarification about it.

The Speaker (Other) wants to take a picture of the room to remember it forever.

Next, the speaker might propose that they spend more time in this room together in the future.

The previous dialogue turn requires the speaker is not familiar with the layout of the house and needs clarification on the current location.

The Speaker (Other) is motivated by the need for appreciation and validation.

The Speaker (Other) is someone who has an eye for aesthetic and decor.

The Listener (You) feels elated and excited about this room.

The Speaker (Other) feels glad that they were able to create a comfortable space that someone else appreciates.

The previous dialogue turn was caused by this could have been caused by the listener discovering a new feature or function in the room that they had not noticed before.",* The Listener (You) feels elated and excited about this room.,"This is my office! I designed it myself, so it has a little of everything that I love. I'm just so elated with how it turned out.","* The Listener (You) feels elated and excited about this room.
* The Listener (You) wants to invite her friends and family over to show them her favorite room in the house.","This is my office! I designed it myself, so it has a little of everything that I love. I'm just so elated with how it turned out, I just want to show it off to everyone I know!",,,,,1,,,,,,,1,,
